booking_id,date_key,arrival_date,channel_key,segment_key,hotel_key,country,booking_status,is_canceled,lead_time,total_nights,total_guests,adults,children,babies,meal,customer_type,deposit_type,reserved_room_type,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,agent_present,company_present,adr_clean,gross_booking_value,realized_revenue,required_car_parking_spaces,total_of_special_requests,valid_for_ml,invalid_guest_flag,adr_invalid_flag,children_missing_flag
B0068635,20170519,2017-05-19,4,6,1,PRT,Cancelled,1,105,2,1.0,1,0.0,0,BB,Transient,Non Refund,A,0,0,0,0,0,160.0,320.0,0.0,0,0,1,0,0,0
B0068636,20170519,2017-05-19,4,6,1,PRT,Cancelled,1,105,2,1.0,1,0.0,0,BB,Transient,Non Refund,A,0,0,0,0,0,160.0,320.0,0.0,0,0,1,0,0,0
B0068637,20170519,2017-05-19,4,6,1,PRT,Cancelled,1,105,2,1.0,1,0.0,0,BB,Transient,Non Refund,A,0,0,0,0,0,160.0,320.0,0.0,0,0,1,0,0,0
B0068638,20170519,2017-05-19,2,4,1,IRL,Cancelled,1,111,2,2.0,2,0.0,0,BB,Transient,No Deposit,A,0,0,0,1,0,126.0,252.0,0.0,0,0,1,0,0,0
B0068639,20170519,2017-05-19,4,7,1,ITA,Cancelled,1,131,3,4.0,2,2.0,0,BB,Transient,No Deposit,F,0,0,0,1,0,198.0,594.0,0.0,0,1,1,0,0,0
B0068640,20170519,2017-05-19,4,5,1,PRT,Cancelled,1,175,3,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,1,0,110.0,330.0,0.0,0,0,1,0,0,0
B0068641,20170519,2017-05-19,4,7,1,ESP,Cancelled,1,179,3,2.0,2,0.0,0,HB,Transient,No Deposit,A,0,0,0,1,0,162.0,486.0,0.0,0,0,1,0,0,0
B0068642,20170519,2017-05-19,4,5,1,PRT,Cancelled,1,175,3,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,1,0,110.0,330.0,0.0,0,0,1,0,0,0
B0068643,20170519,2017-05-19,4,6,1,PRT,Cancelled,1,69,3,2.0,2,0.0,0,BB,Transient,No Deposit,A,0,0,0,1,0,89.1,267.29999999999995,0.0,0,0,1,0,0,0
B0068644,20170519,2017-05-19,4,7,1,DEU,Cancelled,1,173,3,2.0,2,0.0,0,BB,Transient,No Deposit,D,0,0,0,1,0,139.5,418.5,0.0,0,2,1,0,0,0
B0068645,20170519,2017-05-19,4,5,1,PRT,Cancelled,1,175,3,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,1,0,110.0,330.0,0.0,0,0,1,0,0,0
B0068646,20170519,2017-05-19,4,5,1,PRT,Cancelled,1,175,3,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,1,0,110.0,330.0,0.0,0,0,1,0,0,0
B0068647,20170519,2017-05-19,4,5,1,PRT,Cancelled,1,175,3,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,1,0,110.0,330.0,0.0,0,0,1,0,0,0
B0068648,20170519,2017-05-19,4,5,1,PRT,Cancelled,1,175,3,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,1,0,110.0,330.0,0.0,0,0,1,0,0,0
B0068649,20170519,2017-05-19,4,5,1,PRT,Cancelled,1,198,3,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,1,0,110.0,330.0,0.0,0,0,1,0,0,0
B0068650,20170519,2017-05-19,4,5,1,PRT,Cancelled,1,175,3,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,1,0,110.0,330.0,0.0,0,0,1,0,0,0
B0068651,20170519,2017-05-19,4,5,1,PRT,Cancelled,1,175,3,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,1,0,110.0,330.0,0.0,0,0,1,0,0,0
B0068652,20170519,2017-05-19,4,7,1,ESP,Cancelled,1,101,3,3.0,3,0.0,0,BB,Transient,No Deposit,A,0,0,0,1,0,144.0,432.0,0.0,0,0,1,0,0,0
B0068653,20170519,2017-05-19,4,7,1,GBR,Cancelled,1,112,3,2.0,2,0.0,0,SC,Transient,No Deposit,A,0,0,0,1,0,126.0,378.0,0.0,0,1,1,0,0,0
B0068654,20170519,2017-05-19,4,5,1,PRT,Cancelled,1,175,3,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,1,0,110.0,330.0,0.0,0,0,1,0,0,0
B0068655,20170519,2017-05-19,4,5,1,PRT,Cancelled,1,175,3,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,1,0,110.0,330.0,0.0,0,0,1,0,0,0
B0068656,20170519,2017-05-19,4,7,1,DEU,Cancelled,1,173,3,2.0,2,0.0,0,BB,Transient,No Deposit,D,0,0,0,1,0,139.5,418.5,0.0,0,2,1,0,0,0
B0068657,20170519,2017-05-19,4,5,1,PRT,Cancelled,1,175,3,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,1,0,110.0,330.0,0.0,0,0,1,0,0,0
B0068658,20170519,2017-05-19,4,5,1,PRT,Cancelled,1,175,3,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,1,0,110.0,330.0,0.0,0,0,1,0,0,0
B0068659,20170519,2017-05-19,4,5,1,PRT,Cancelled,1,175,3,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,1,0,110.0,330.0,0.0,0,0,1,0,0,0
B0068660,20170519,2017-05-19,4,5,1,PRT,Cancelled,1,175,3,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,1,0,110.0,330.0,0.0,0,0,1,0,0,0
B0068661,20170519,2017-05-19,4,5,1,PRT,Cancelled,1,175,3,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,1,0,110.0,330.0,0.0,0,0,1,0,0,0
B0068662,20170519,2017-05-19,4,5,1,PRT,Cancelled,1,175,3,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,1,0,110.0,330.0,0.0,0,0,1,0,0,0
B0068663,20170519,2017-05-19,4,5,1,PRT,Cancelled,1,175,3,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,1,0,110.0,330.0,0.0,0,0,1,0,0,0
B0068664,20170519,2017-05-19,4,7,1,GBR,Cancelled,1,191,3,2.0,2,0.0,0,BB,Transient,No Deposit,D,0,0,0,1,0,138.6,415.79999999999995,0.0,0,0,1,0,0,0
B0068665,20170519,2017-05-19,4,7,1,FRA,Cancelled,1,82,3,3.0,2,1.0,0,BB,Transient,No Deposit,A,0,0,0,1,0,162.0,486.0,0.0,0,0,1,0,0,0
B0068666,20170519,2017-05-19,4,5,1,PRT,Cancelled,1,175,3,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,1,0,110.0,330.0,0.0,0,0,1,0,0,0
B0068667,20170519,2017-05-19,4,7,1,ITA,Cancelled,1,72,3,2.0,2,0.0,0,SC,Transient,No Deposit,A,0,0,0,1,0,144.0,432.0,0.0,0,0,1,0,0,0
B0068668,20170519,2017-05-19,4,5,1,PRT,Cancelled,1,175,3,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,1,0,110.0,330.0,0.0,0,0,1,0,0,0
B0068669,20170519,2017-05-19,4,5,1,PRT,Cancelled,1,175,3,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,1,0,110.0,330.0,0.0,0,0,1,0,0,0
B0068670,20170519,2017-05-19,4,7,1,ESP,Cancelled,1,101,3,2.0,2,0.0,0,BB,Transient,No Deposit,D,0,0,0,1,0,189.0,567.0,0.0,0,0,1,0,0,0
B0068671,20170519,2017-05-19,4,5,1,PRT,Cancelled,1,175,3,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,1,0,110.0,330.0,0.0,0,0,1,0,0,0
B0068672,20170519,2017-05-19,4,7,1,GBR,Cancelled,1,134,3,3.0,3,0.0,0,HB,Transient,No Deposit,E,0,0,0,1,0,198.0,594.0,0.0,0,0,1,0,0,0
B0068673,20170519,2017-05-19,4,5,1,PRT,Cancelled,1,165,4,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,0,0,225.0,900.0,0.0,0,0,1,0,0,0
B0068674,20170519,2017-05-19,4,5,1,PRT,Cancelled,1,165,4,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,0,0,225.0,900.0,0.0,0,0,1,0,0,0
B0068675,20170519,2017-05-19,4,5,1,PRT,Cancelled,1,165,4,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,0,0,225.0,900.0,0.0,0,0,1,0,0,0
B0068676,20170519,2017-05-19,4,5,1,PRT,Cancelled,1,165,4,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,0,0,225.0,900.0,0.0,0,0,1,0,0,0
B0068677,20170519,2017-05-19,4,5,1,PRT,Cancelled,1,165,4,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,0,0,225.0,900.0,0.0,0,0,1,0,0,0
B0068678,20170519,2017-05-19,4,5,1,PRT,Cancelled,1,165,4,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,0,0,225.0,900.0,0.0,0,0,1,0,0,0
B0068679,20170519,2017-05-19,4,5,1,PRT,Cancelled,1,165,4,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,0,0,225.0,900.0,0.0,0,0,1,0,0,0
B0068680,20170519,2017-05-19,4,5,1,PRT,Cancelled,1,165,4,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,0,0,225.0,900.0,0.0,0,0,1,0,0,0
B0068681,20170519,2017-05-19,4,7,1,BRA,Cancelled,1,32,4,2.0,2,0.0,0,BB,Transient,No Deposit,D,0,0,0,1,0,190.0,760.0,0.0,0,1,1,0,0,0
B0068682,20170519,2017-05-19,4,5,1,PRT,Cancelled,1,165,4,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,0,0,225.0,900.0,0.0,0,0,1,0,0,0
B0068683,20170519,2017-05-19,4,5,1,PRT,Cancelled,1,165,4,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,0,0,225.0,900.0,0.0,0,0,1,0,0,0
B0068684,20170519,2017-05-19,4,5,1,PRT,Cancelled,1,165,4,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,0,0,225.0,900.0,0.0,0,0,1,0,0,0
B0068685,20170519,2017-05-19,4,5,1,PRT,Cancelled,1,165,4,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,0,0,225.0,900.0,0.0,0,0,1,0,0,0
B0068686,20170519,2017-05-19,4,5,1,PRT,Cancelled,1,165,4,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,0,0,225.0,900.0,0.0,0,0,1,0,0,0
B0068687,20170519,2017-05-19,4,5,1,PRT,Cancelled,1,165,4,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,0,0,225.0,900.0,0.0,0,0,1,0,0,0
B0068688,20170519,2017-05-19,4,5,1,PRT,Cancelled,1,165,4,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,0,0,225.0,900.0,0.0,0,0,1,0,0,0
B0068689,20170519,2017-05-19,4,5,1,PRT,Cancelled,1,165,4,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,0,0,225.0,900.0,0.0,0,0,1,0,0,0
B0068690,20170519,2017-05-19,4,7,1,AUS,Cancelled,1,93,4,2.0,2,0.0,0,SC,Transient,No Deposit,A,0,0,0,1,0,126.0,504.0,0.0,0,0,1,0,0,0
B0068691,20170519,2017-05-19,4,5,1,PRT,Cancelled,1,165,4,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,0,0,225.0,900.0,0.0,0,0,1,0,0,0
B0068692,20170519,2017-05-19,4,5,1,PRT,Cancelled,1,165,4,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,0,0,225.0,900.0,0.0,0,0,1,0,0,0
B0068693,20170519,2017-05-19,4,5,1,PRT,Cancelled,1,165,4,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,0,0,225.0,900.0,0.0,0,0,1,0,0,0
B0068694,20170519,2017-05-19,4,5,1,PRT,Cancelled,1,165,4,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,0,0,225.0,900.0,0.0,0,0,1,0,0,0
B0068695,20170519,2017-05-19,4,5,1,PRT,Cancelled,1,165,4,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,0,0,225.0,900.0,0.0,0,0,1,0,0,0
B0068696,20170519,2017-05-19,4,7,1,AUS,Cancelled,1,93,4,2.0,2,0.0,0,SC,Transient,No Deposit,A,0,0,0,1,0,126.0,504.0,0.0,0,0,1,0,0,0
B0068697,20170519,2017-05-19,4,5,1,PRT,Cancelled,1,165,4,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,0,0,225.0,900.0,0.0,0,0,1,0,0,0
B0068698,20170519,2017-05-19,4,7,1,BRA,Cancelled,1,32,4,2.0,2,0.0,0,BB,Transient,No Deposit,D,0,0,0,1,0,190.0,760.0,0.0,0,1,1,0,0,0
B0068699,20170519,2017-05-19,4,5,1,PRT,Cancelled,1,165,4,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,0,0,225.0,900.0,0.0,0,0,1,0,0,0
B0068700,20170519,2017-05-19,4,5,1,PRT,Cancelled,1,165,4,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,0,0,225.0,900.0,0.0,0,0,1,0,0,0
B0068701,20170519,2017-05-19,4,5,1,PRT,Cancelled,1,165,4,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,0,0,225.0,900.0,0.0,0,0,1,0,0,0
B0068702,20170519,2017-05-19,4,7,1,HRV,Cancelled,1,209,5,2.0,2,0.0,0,BB,Transient,No Deposit,D,0,0,0,1,0,138.6,693.0,0.0,0,0,1,0,0,0
B0068703,20170519,2017-05-19,4,7,1,FRA,Cancelled,1,90,5,2.0,2,0.0,0,BB,Transient,No Deposit,A,0,0,0,1,0,138.6,693.0,0.0,0,0,1,0,0,0
B0068704,20170519,2017-05-19,4,7,1,PRT,Cancelled,1,36,5,1.0,1,0.0,0,BB,Transient,No Deposit,D,0,0,0,1,0,155.8,779.0,0.0,0,0,1,0,0,0
B0068705,20170520,2017-05-20,4,7,1,IRL,Cancelled,1,185,1,2.0,2,0.0,0,BB,Transient,No Deposit,D,0,0,0,1,0,139.5,139.5,0.0,0,3,1,0,0,0
B0068706,20170520,2017-05-20,4,7,1,PRT,Cancelled,1,24,1,1.0,1,0.0,0,BB,Transient,No Deposit,A,0,0,0,1,0,130.0,130.0,0.0,0,1,1,0,0,0
B0068707,20170520,2017-05-20,4,7,1,ZAF,Cancelled,1,121,1,2.0,2,0.0,0,SC,Transient,No Deposit,A,0,0,0,1,0,108.0,108.0,0.0,0,1,1,0,0,0
B0068708,20170520,2017-05-20,4,7,1,JEY,Cancelled,1,4,1,3.0,3,0.0,0,BB,Transient,No Deposit,G,0,0,0,0,0,252.0,252.0,0.0,0,0,1,0,0,0
B0068709,20170520,2017-05-20,4,6,1,PRT,Cancelled,1,93,2,2.0,2,0.0,0,BB,Transient,No Deposit,A,0,0,0,1,0,89.1,178.2,0.0,0,1,1,0,0,0
B0068710,20170520,2017-05-20,4,7,1,CN,Cancelled,1,212,2,2.0,2,0.0,0,BB,Transient,No Deposit,D,0,0,0,1,0,138.6,277.2,0.0,0,1,1,0,0,0
B0068711,20170520,2017-05-20,4,6,1,PRT,Cancelled,1,113,3,1.0,1,0.0,0,BB,Transient,Non Refund,A,0,0,0,1,0,190.0,570.0,0.0,0,0,1,0,0,0
B0068712,20170520,2017-05-20,4,5,1,PRT,Cancelled,1,75,3,2.0,2,0.0,0,BB,Transient-Party,No Deposit,A,0,0,0,1,0,90.0,270.0,0.0,0,0,1,0,0,0
B0068713,20170520,2017-05-20,4,5,1,PRT,Cancelled,1,75,3,2.0,2,0.0,0,BB,Transient-Party,No Deposit,A,0,0,0,1,0,90.0,270.0,0.0,0,0,1,0,0,0
B0068714,20170520,2017-05-20,4,5,1,PRT,Cancelled,1,25,3,2.0,2,0.0,0,BB,Transient-Party,No Deposit,A,0,0,0,1,0,90.0,270.0,0.0,0,0,1,0,0,0
B0068715,20170520,2017-05-20,4,5,1,PRT,Cancelled,1,25,3,2.0,2,0.0,0,BB,Transient-Party,No Deposit,A,0,0,0,1,0,90.0,270.0,0.0,0,0,1,0,0,0
B0068716,20170520,2017-05-20,4,5,1,PRT,Cancelled,1,420,3,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,1,0,90.0,270.0,0.0,0,0,1,0,0,0
B0068717,20170520,2017-05-20,4,5,1,PRT,Cancelled,1,420,3,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,1,0,90.0,270.0,0.0,0,0,1,0,0,0
B0068718,20170520,2017-05-20,4,7,1,DEU,Cancelled,1,95,3,2.0,2,0.0,0,SC,Transient,No Deposit,A,0,0,0,1,0,126.0,378.0,0.0,0,0,1,0,0,0
B0068719,20170520,2017-05-20,4,6,1,PRT,Cancelled,1,113,3,1.0,1,0.0,0,BB,Transient,Non Refund,A,0,0,0,1,0,190.0,570.0,0.0,0,0,1,0,0,0
B0068720,20170520,2017-05-20,4,6,1,PRT,Cancelled,1,113,3,1.0,1,0.0,0,BB,Transient,Non Refund,A,0,0,0,1,0,190.0,570.0,0.0,0,0,1,0,0,0
B0068721,20170520,2017-05-20,4,6,1,PRT,Cancelled,1,113,3,1.0,1,0.0,0,BB,Transient,Non Refund,A,0,0,0,1,0,190.0,570.0,0.0,0,0,1,0,0,0
B0068722,20170520,2017-05-20,4,5,1,PRT,Cancelled,1,25,3,2.0,2,0.0,0,BB,Transient-Party,No Deposit,A,0,0,0,1,0,90.0,270.0,0.0,0,0,1,0,0,0
B0068723,20170520,2017-05-20,4,5,1,PRT,Cancelled,1,75,3,2.0,2,0.0,0,BB,Transient-Party,No Deposit,A,0,0,0,1,0,90.0,270.0,0.0,0,0,1,0,0,0
B0068724,20170520,2017-05-20,4,5,1,PRT,Cancelled,1,420,3,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,1,0,90.0,270.0,0.0,0,0,1,0,0,0
B0068725,20170520,2017-05-20,4,5,1,PRT,Cancelled,1,420,3,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,1,0,90.0,270.0,0.0,0,0,1,0,0,0
B0068726,20170520,2017-05-20,4,5,1,PRT,Cancelled,1,420,3,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,1,0,90.0,270.0,0.0,0,0,1,0,0,0
B0068727,20170520,2017-05-20,4,5,1,PRT,Cancelled,1,25,3,2.0,2,0.0,0,BB,Transient-Party,No Deposit,A,0,0,0,1,0,90.0,270.0,0.0,0,0,1,0,0,0
B0068728,20170520,2017-05-20,4,6,1,PRT,Cancelled,1,113,3,1.0,1,0.0,0,BB,Transient,Non Refund,A,0,0,0,1,0,190.0,570.0,0.0,0,0,1,0,0,0
B0068729,20170520,2017-05-20,4,6,1,PRT,Cancelled,1,113,3,1.0,1,0.0,0,BB,Transient,Non Refund,A,0,0,0,1,0,190.0,570.0,0.0,0,0,1,0,0,0
B0068730,20170520,2017-05-20,4,6,1,PRT,Cancelled,1,113,3,1.0,1,0.0,0,BB,Transient,Non Refund,A,0,0,0,1,0,190.0,570.0,0.0,0,0,1,0,0,0
B0068731,20170520,2017-05-20,4,6,1,PRT,Cancelled,1,113,3,1.0,1,0.0,0,BB,Transient,Non Refund,A,0,0,0,1,0,190.0,570.0,0.0,0,0,1,0,0,0
B0068732,20170520,2017-05-20,4,5,1,PRT,Cancelled,1,75,3,2.0,2,0.0,0,BB,Transient-Party,No Deposit,A,0,0,0,1,0,90.0,270.0,0.0,0,0,1,0,0,0
B0068733,20170520,2017-05-20,4,5,1,PRT,Cancelled,1,420,3,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,1,0,90.0,270.0,0.0,0,0,1,0,0,0
B0068734,20170520,2017-05-20,4,5,1,PRT,Cancelled,1,420,3,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,1,0,90.0,270.0,0.0,0,0,1,0,0,0
B0068735,20170520,2017-05-20,4,5,1,PRT,Cancelled,1,420,3,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,1,0,90.0,270.0,0.0,0,0,1,0,0,0
B0068736,20170520,2017-05-20,4,5,1,PRT,Cancelled,1,420,3,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,1,0,90.0,270.0,0.0,0,0,1,0,0,0
B0068737,20170520,2017-05-20,4,6,1,PRT,Cancelled,1,113,3,1.0,1,0.0,0,BB,Transient,Non Refund,A,0,0,0,1,0,190.0,570.0,0.0,0,0,1,0,0,0
B0068738,20170520,2017-05-20,4,7,1,POL,Cancelled,1,29,3,2.0,2,0.0,0,BB,Transient,No Deposit,D,0,0,0,1,0,190.0,570.0,0.0,0,0,1,0,0,0
B0068739,20170520,2017-05-20,4,6,1,PRT,Cancelled,1,113,3,1.0,1,0.0,0,BB,Transient,Non Refund,A,0,0,0,1,0,190.0,570.0,0.0,0,0,1,0,0,0
B0068740,20170520,2017-05-20,4,5,1,PRT,Cancelled,1,75,3,2.0,2,0.0,0,BB,Transient-Party,No Deposit,A,0,0,0,1,0,90.0,270.0,0.0,0,0,1,0,0,0
B0068741,20170520,2017-05-20,4,6,1,PRT,Cancelled,1,113,3,1.0,1,0.0,0,BB,Transient,Non Refund,A,0,0,0,1,0,190.0,570.0,0.0,0,0,1,0,0,0
B0068742,20170520,2017-05-20,4,6,1,PRT,Cancelled,1,113,3,1.0,1,0.0,0,BB,Transient,Non Refund,A,0,0,0,1,0,190.0,570.0,0.0,0,0,1,0,0,0
B0068743,20170520,2017-05-20,4,6,1,PRT,Cancelled,1,113,3,1.0,1,0.0,0,BB,Transient,Non Refund,A,0,0,0,1,0,190.0,570.0,0.0,0,0,1,0,0,0
B0068744,20170520,2017-05-20,4,5,1,PRT,Cancelled,1,25,3,2.0,2,0.0,0,BB,Transient-Party,No Deposit,A,0,0,0,1,0,90.0,270.0,0.0,0,0,1,0,0,0
B0068745,20170520,2017-05-20,4,5,1,PRT,Cancelled,1,420,3,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,1,0,90.0,270.0,0.0,0,0,1,0,0,0
B0068746,20170520,2017-05-20,4,5,1,PRT,Cancelled,1,420,3,1.0,1,0.0,0,BB,Transient,Non Refund,A,0,0,0,1,0,80.0,240.0,0.0,0,0,1,0,0,0
B0068747,20170520,2017-05-20,4,5,1,PRT,Cancelled,1,75,3,2.0,2,0.0,0,BB,Transient-Party,No Deposit,A,0,0,0,1,0,112.67,338.01,0.0,0,1,1,0,0,0
B0068748,20170520,2017-05-20,4,6,1,PRT,Cancelled,1,113,3,1.0,1,0.0,0,BB,Transient,Non Refund,A,0,0,0,1,0,190.0,570.0,0.0,0,0,1,0,0,0
B0068749,20170520,2017-05-20,4,5,1,PRT,Cancelled,1,25,3,2.0,2,0.0,0,BB,Transient-Party,No Deposit,A,0,0,0,1,0,90.0,270.0,0.0,0,0,1,0,0,0
B0068750,20170520,2017-05-20,4,5,1,PRT,Cancelled,1,25,3,2.0,2,0.0,0,BB,Transient-Party,No Deposit,A,0,0,0,1,0,90.0,270.0,0.0,0,0,1,0,0,0
B0068751,20170520,2017-05-20,4,7,1,LUX,Cancelled,1,24,3,2.0,2,0.0,0,SC,Transient,No Deposit,A,0,0,0,1,0,160.0,480.0,0.0,0,2,1,0,0,0
B0068752,20170520,2017-05-20,4,5,1,PRT,Cancelled,1,420,3,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,1,0,90.0,270.0,0.0,0,0,1,0,0,0
B0068753,20170520,2017-05-20,4,5,1,PRT,Cancelled,1,420,3,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,1,0,90.0,270.0,0.0,0,0,1,0,0,0
B0068754,20170520,2017-05-20,4,5,1,PRT,Cancelled,1,420,3,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,1,0,90.0,270.0,0.0,0,0,1,0,0,0
B0068755,20170520,2017-05-20,4,5,1,PRT,Cancelled,1,420,3,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,1,0,90.0,270.0,0.0,0,0,1,0,0,0
B0068756,20170520,2017-05-20,4,5,1,PRT,Cancelled,1,25,3,2.0,2,0.0,0,BB,Transient-Party,No Deposit,A,0,0,0,1,0,90.0,270.0,0.0,0,0,1,0,0,0
B0068757,20170520,2017-05-20,4,6,1,PRT,Cancelled,1,113,3,1.0,1,0.0,0,BB,Transient,Non Refund,A,0,0,0,1,0,190.0,570.0,0.0,0,0,1,0,0,0
B0068758,20170520,2017-05-20,4,6,1,PRT,Cancelled,1,113,3,1.0,1,0.0,0,BB,Transient,Non Refund,A,0,0,0,1,0,190.0,570.0,0.0,0,0,1,0,0,0
B0068759,20170520,2017-05-20,4,5,1,PRT,Cancelled,1,420,3,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,1,0,90.0,270.0,0.0,0,0,1,0,0,0
B0068760,20170520,2017-05-20,4,5,1,PRT,Cancelled,1,420,3,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,1,0,90.0,270.0,0.0,0,0,1,0,0,0
B0068761,20170520,2017-05-20,4,5,1,PRT,Cancelled,1,25,3,2.0,2,0.0,0,BB,Transient-Party,No Deposit,A,0,0,0,1,0,90.0,270.0,0.0,0,0,1,0,0,0
B0068762,20170520,2017-05-20,4,5,1,PRT,Cancelled,1,38,3,2.0,2,0.0,0,BB,Transient-Party,No Deposit,A,0,0,0,1,0,90.0,270.0,0.0,0,0,1,0,0,0
B0068763,20170520,2017-05-20,4,5,1,PRT,Cancelled,1,420,3,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,1,0,90.0,270.0,0.0,0,0,1,0,0,0
B0068764,20170520,2017-05-20,4,5,1,PRT,Cancelled,1,420,3,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,1,0,90.0,270.0,0.0,0,0,1,0,0,0
B0068765,20170520,2017-05-20,4,5,1,PRT,Cancelled,1,420,3,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,1,0,90.0,270.0,0.0,0,0,1,0,0,0
B0068766,20170520,2017-05-20,4,6,1,PRT,Cancelled,1,113,3,1.0,1,0.0,0,BB,Transient,Non Refund,A,0,0,0,1,0,190.0,570.0,0.0,0,0,1,0,0,0
B0068767,20170520,2017-05-20,4,6,1,PRT,Cancelled,1,176,3,1.0,1,0.0,0,BB,Transient,Non Refund,A,0,0,0,1,0,190.0,570.0,0.0,0,0,1,0,0,0
B0068768,20170520,2017-05-20,4,6,1,PRT,Cancelled,1,79,3,2.0,2,0.0,0,BB,Transient,No Deposit,A,0,0,0,1,0,89.1,267.29999999999995,0.0,0,0,1,0,0,0
B0068769,20170520,2017-05-20,4,5,1,PRT,Cancelled,1,25,3,2.0,2,0.0,0,BB,Transient-Party,No Deposit,A,0,0,0,1,0,90.0,270.0,0.0,0,0,1,0,0,0
B0068770,20170520,2017-05-20,4,5,1,PRT,Cancelled,1,25,3,2.0,2,0.0,0,BB,Transient-Party,No Deposit,A,0,0,0,1,0,90.0,270.0,0.0,0,0,1,0,0,0
B0068771,20170520,2017-05-20,4,5,1,PRT,Cancelled,1,420,3,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,1,0,90.0,270.0,0.0,0,0,1,0,0,0
B0068772,20170520,2017-05-20,4,5,1,PRT,Cancelled,1,420,3,2.0,2,0.0,0,BB,Transient,Non Refund,A,0,0,0,1,0,90.0,270.0,0.0,0,0,1,0,0,0
